transaction_id,date,store_id,product_id,quantity,unit_price,total_amount
2290,2025-08-30 19:19:53.931529,8,1175,4,304.82,1219.28
2291,2025-01-09 19:19:53.931529,7,1051,1,340.69,340.69
2292,2025-09-08 19:19:53.931529,4,1549,9,254.19,2287.71
2293,2025-02-19 19:19:53.931529,9,1477,6,412.92,2477.52
2294,2024-11-28 19:19:53.931529,9,1488,6,99.83,598.98
2295,2024-12-14 19:19:53.931529,8,1854,4,173.86,695.44
2296,2025-06-28 19:19:53.931529,1,1004,2,346.32,692.64
2297,2025-04-04 19:19:53.931529,7,1724,8,130.88,1047.04
2298,2025-05-17 19:19:53.931529,5,1631,8,225.52,1804.16
2299,2025-02-20 19:19:53.931529,7,1837,3,482.23,1446.69
2300,2025-07-26 19:19:53.931529,9,1880,7,316.68,2216.76
2301,2025-04-10 19:19:53.931529,2,1208,7,475.04,3325.28
2302,2025-01-18 19:19:53.931529,4,1216,5,364.0,1820.0
2303,2024-11-16 19:19:53.931529,4,1535,5,365.09,1825.45
2304,2025-01-23 19:19:53.931529,2,1341,8,300.01,2400.08
2305,2025-07-12 19:19:53.931529,3,1716,4,79.68,318.72
2306,2025-02-14 19:19:53.931529,8,1400,1,264.66,264.66
2307,2025-06-08 19:19:53.931529,9,1461,1,133.81,133.81
2308,2025-01-09 19:19:53.931529,6,1737,9,499.35,4494.15
2309,2025-09-30 19:19:53.931529,10,1729,4,140.81,563.24
2310,2024-12-07 19:19:53.931529,2,1210,1,123.04,123.04
2311,2025-01-22 19:19:53.931529,2,1025,2,315.7,631.4
2312,2025-01-06 19:19:53.931529,7,1251,7,260.36,1822.52
2313,2024-12-29 19:19:53.931529,8,1002,2,20.46,40.92
2314,2025-04-11 19:19:53.931529,8,1001,1,73.47,73.47
2315,2025-07-22 19:19:53.931529,6,1603,9,407.41,3666.69
2316,2025-05-31 19:19:53.931529,10,1001,5,247.01,1235.05
2317,2025-07-07 19:19:53.931529,8,1149,4,81.55,326.2
2318,2025-09-11 19:19:53.931529,1,1582,4,237.97,951.88
2319,2025-10-24 19:19:53.931529,9,1003,1,134.04,134.04
2320,2025-06-13 19:19:53.931529,1,1496,3,119.56,358.68
2321,2025-06-22 19:19:53.931529,3,1549,1,479.29,479.29
2322,2025-11-02 19:19:53.931529,9,1870,5,187.39,936.95
2323,2025-06-14 19:19:53.931529,5,1467,5,32.75,163.75
2324,2025-10-06 19:19:53.931529,9,1069,9,485.46,4369.14
2325,2025-03-13 19:19:53.931529,9,1200,8,399.47,3195.76
2326,2025-01-30 19:19:53.931529,6,1307,5,134.66,673.3
2327,2024-11-22 19:19:53.931529,1,1251,5,210.36,1051.8
2328,2025-07-13 19:19:53.931529,10,1286,7,432.52,3027.64
2329,2025-07-24 19:19:53.931529,7,1921,2,185.13,370.26
2330,2025-07-10 19:19:53.931529,6,1291,7,288.03,2016.21
2331,2025-10-31 19:19:53.931529,9,1153,1,272.08,272.08
2332,2024-11-10 19:19:53.931529,7,1923,5,206.63,1033.15
2333,2025-03-02 19:19:53.931529,4,1132,6,323.36,1940.16
2334,2024-11-06 19:19:53.931529,7,1882,1,241.91,241.91
2335,2024-12-19 19:19:53.931529,2,1585,9,20.4,183.6
2336,2025-07-07 19:19:53.931529,6,1273,9,409.05,3681.45
2337,2025-01-23 19:19:53.931529,6,1782,1,65.45,65.45
2338,2025-06-09 19:19:53.931529,2,1696,4,237.4,949.6
2339,2025-08-13 19:19:53.931529,4,1508,8,294.15,2353.2
2340,2025-03-19 19:19:53.931529,8,1352,2,355.7,711.4
2341,2025-01-21 19:19:53.931529,8,1004,8,211.29,1690.32
2342,2025-05-28 19:19:53.931529,8,1292,9,370.42,3333.78
2343,2025-02-06 19:19:53.931529,8,1359,9,74.36,669.24
2344,2025-09-28 19:19:53.931529,1,1597,1,330.19,330.19
2345,2025-03-24 19:19:53.931529,2,1213,9,414.91,3734.19
2346,2025-06-16 19:19:53.931529,4,1405,4,445.83,1783.32
2347,2025-01-17 19:19:53.931529,9,1435,8,293.99,2351.92
2348,2025-06-07 19:19:53.931529,3,1014,9,163.32,1469.88
2349,2025-07-14 19:19:53.931529,6,1272,3,90.04,270.12
2350,2025-03-13 19:19:53.931529,7,1562,6,179.32,1075.92
2351,2025-08-31 19:19:53.931529,8,1764,3,274.59,823.77
2352,2024-11-09 19:19:53.931529,7,1044,1,106.2,106.2
2353,2024-11-29 19:19:53.931529,3,1702,6,476.73,2860.38
2354,2025-02-20 19:19:53.931529,6,1633,5,449.6,2248.0
2355,2025-03-01 19:19:53.931529,5,1411,3,26.15,78.45
2356,2024-12-09 19:19:53.931529,10,1186,4,285.36,1141.44
2357,2024-12-17 19:19:53.931529,4,1725,2,396.76,793.52
2358,2025-05-09 19:19:53.931529,1,1660,4,130.24,520.96
2359,2025-04-29 19:19:53.931529,7,1169,4,266.71,1066.84
2360,2025-06-04 19:19:53.931529,8,1720,3,208.94,626.82
2361,2025-04-23 19:19:53.931529,2,1964,6,106.31,637.86
2362,2024-12-29 19:19:53.931529,7,1593,1,311.22,311.22
2363,2025-02-16 19:19:53.931529,6,1400,9,496.91,4472.19
2364,2025-06-15 19:19:53.931529,5,1707,3,188.99,566.97
2365,2024-11-28 19:19:53.931529,4,1245,3,280.67,842.01
2366,2024-12-24 19:19:53.931529,2,1902,3,170.65,511.95
2367,2025-07-27 19:19:53.931529,10,1856,7,439.7,3077.9
2368,2025-03-06 19:19:53.931529,6,1868,8,433.66,3469.28
2369,2025-10-24 19:19:53.931529,5,1551,2,97.6,195.2
2370,2025-03-11 19:19:53.931529,2,1679,1,450.97,450.97
2371,2025-09-17 19:19:53.931529,10,1042,5,84.24,421.2
2372,2025-09-24 19:19:53.931529,7,1840,8,56.77,454.16
2373,2025-05-23 19:19:53.931529,6,1722,3,329.94,989.82
2374,2025-08-15 19:19:53.931529,9,1178,6,199.09,1194.54
2375,2025-01-18 19:19:53.931529,10,1456,3,270.06,810.18
2376,2025-05-31 19:19:53.931529,5,1534,6,329.76,1978.56
2377,2025-04-03 19:19:53.931529,9,1606,4,35.89,143.56
2378,2025-05-31 19:19:53.931529,9,1671,7,153.55,1074.85
2379,2025-06-24 19:19:53.931529,1,1243,1,235.84,235.84
2380,2025-08-30 19:19:53.931529,5,1926,1,140.63,140.63
2381,2024-12-04 19:19:53.931529,9,1016,5,34.0,170.0
2382,2025-10-29 19:19:53.931529,7,1111,9,52.47,472.23
2383,2025-10-22 19:19:53.931529,6,1614,5,402.86,2014.3
2384,2025-08-24 19:19:53.931529,6,1825,4,456.58,1826.32
2385,2025-05-26 19:19:53.931529,7,1597,8,84.59,676.72
2386,2025-08-31 19:19:53.931529,1,1546,5,132.14,660.7
2387,2024-11-23 19:19:53.931529,4,1029,1,329.6,329.6
2388,2025-06-28 19:19:53.931529,1,1191,7,477.59,3343.13
2389,2025-04-13 19:19:53.931529,6,1436,4,156.8,627.2
2390,2025-02-02 19:19:53.931529,4,1178,5,429.05,2145.25
2391,2025-02-22 19:19:53.931529,1,1615,6,257.95,1547.7
2392,2025-02-12 19:19:53.931529,9,1676,7,478.71,3350.97
2393,2025-10-11 19:19:53.931529,4,1473,2,76.77,153.54
2394,2025-01-28 19:19:53.931529,6,1633,1,487.1,487.1
2395,2025-02-25 19:19:53.931529,7,1133,3,226.08,678.24
2396,2024-12-30 19:19:53.931529,8,1801,1,476.94,476.94
2397,2025-01-20 19:19:53.931529,9,1311,4,234.76,939.04
2398,2025-05-25 19:19:53.931529,9,1735,6,269.74,1618.44
2399,2025-08-02 19:19:53.931529,8,1024,5,404.34,2021.7
2400,2025-02-08 19:19:53.931529,10,1370,4,364.09,1456.36
2401,2024-12-19 19:19:53.931529,3,1524,7,313.61,2195.27
2402,2025-07-18 19:19:53.931529,2,1318,6,214.32,1285.92
2403,2024-12-04 19:19:53.931529,5,1229,3,398.29,1194.87
2404,2024-12-30 19:19:53.931529,1,1101,9,474.63,4271.67
2405,2025-03-12 19:19:53.931529,3,1449,5,14.81,74.05
2406,2025-10-11 19:19:53.931529,1,1377,1,298.04,298.04
2407,2025-06-17 19:19:53.931529,3,1887,6,434.33,2605.98
2408,2025-07-11 19:19:53.931529,4,1900,5,330.03,1650.15
2409,2025-10-11 19:19:53.931529,7,1202,8,402.41,3219.28
2410,2025-08-18 19:19:53.931529,5,1266,4,448.58,1794.32
2411,2025-08-29 19:19:53.931529,5,1983,1,377.97,377.97
2412,2025-05-16 19:19:53.931529,1,1461,2,361.34,722.68
2413,2025-10-24 19:19:53.931529,8,1364,8,482.73,3861.84
2414,2025-01-21 19:19:53.931529,4,1733,8,433.21,3465.68
2415,2025-06-30 19:19:53.931529,10,1103,5,409.54,2047.7
2416,2025-08-01 19:19:53.931529,5,1110,6,52.34,314.04
2417,2025-08-05 19:19:53.931529,2,1427,2,127.12,254.24
2418,2025-06-17 19:19:53.931529,1,1994,9,282.81,2545.29
2419,2025-10-05 19:19:53.931529,9,1468,6,357.68,2146.08
2420,2024-12-06 19:19:53.931529,2,1580,9,158.58,1427.22
2421,2025-10-16 19:19:53.931529,6,1869,3,55.73,167.19
2422,2025-06-12 19:19:53.931529,1,1769,6,162.44,974.64
2423,2024-12-24 19:19:53.931529,1,1679,5,387.8,1939.0
2424,2025-05-29 19:19:53.931529,9,1804,9,439.93,3959.37
2425,2024-11-21 19:19:53.931529,4,1885,1,457.32,457.32
2426,2025-09-23 19:19:53.931529,9,1560,9,195.64,1760.76
2427,2025-02-24 19:19:53.931529,5,1249,5,192.54,962.7
2428,2025-06-28 19:19:53.931529,7,1481,1,209.29,209.29
2429,2025-09-06 19:19:53.931529,1,1330,8,194.15,1553.2
2430,2025-06-07 19:19:53.931529,6,1931,7,336.44,2355.08
2431,2025-01-22 19:19:53.931529,8,1586,6,185.58,1113.48
2432,2025-10-31 19:19:53.931529,1,1200,2,19.97,39.94
2433,2025-02-12 19:19:53.931529,9,1453,5,225.12,1125.6
2434,2024-11-25 19:19:53.931529,3,1503,3,119.83,359.49
2435,2025-06-28 19:19:53.931529,1,1545,2,24.12,48.24
2436,2025-02-11 19:19:53.931529,1,1825,1,240.71,240.71
2437,2025-05-11 19:19:53.931529,6,1110,9,110.92,998.28
2438,2025-02-25 19:19:53.931529,6,1932,2,231.84,463.68
2439,2025-09-10 19:19:53.931529,1,1863,1,146.1,146.1
2440,2025-08-14 19:19:53.931529,3,1827,7,305.82,2140.74
2441,2025-07-29 19:19:53.931529,7,1907,9,495.53,4459.77
2442,2025-06-09 19:19:53.931529,10,1748,6,278.14,1668.84
2443,2024-12-11 19:19:53.931529,3,1543,8,326.98,2615.84
2444,2025-06-02 19:19:53.931529,3,1208,7,460.45,3223.15
2445,2025-04-29 19:19:53.931529,3,1643,9,193.26,1739.34
2446,2025-02-15 19:19:53.931529,7,1617,7,91.61,641.27
2447,2025-08-17 19:19:53.931529,4,1032,6,148.57,891.42
2448,2025-02-26 19:19:53.931529,4,1554,1,207.37,207.37
2449,2025-07-31 19:19:53.931529,3,1879,9,326.06,2934.54
2450,2025-02-18 19:19:53.931529,10,1106,5,12.25,61.25
2451,2025-02-18 19:19:53.931529,9,1264,2,428.16,856.32
2452,2025-07-25 19:19:53.931529,2,1225,8,47.29,378.32
2453,2025-09-26 19:19:53.931529,4,1486,4,451.32,1805.28
2454,2025-02-05 19:19:53.931529,8,1178,3,475.22,1425.66
2455,2025-07-27 19:19:53.931529,6,1221,1,495.15,495.15
2456,2024-11-11 19:19:53.931529,7,1369,5,406.66,2033.3
2457,2025-01-01 19:19:53.931529,7,1636,3,79.51,238.53
2458,2025-03-29 19:19:53.931529,2,1787,4,356.02,1424.08
2459,2025-01-01 19:19:53.931529,4,1166,9,109.63,986.67
2460,2025-07-04 19:19:53.931529,10,1662,7,449.59,3147.13
2461,2025-03-19 19:19:53.931529,10,1552,5,165.14,825.7
2462,2025-05-11 19:19:53.931529,6,1299,8,170.13,1361.04
2463,2025-09-03 19:19:53.931529,3,1380,6,459.65,2757.9
2464,2025-07-12 19:19:53.931529,9,1034,2,16.48,32.96
2465,2025-04-28 19:19:53.931529,4,1406,7,105.04,735.28
2466,2025-09-04 19:19:53.931529,10,1501,1,216.75,216.75
2467,2025-02-22 19:19:53.931529,2,1313,3,353.35,1060.05
2468,2025-10-29 19:19:53.931529,6,1815,1,327.31,327.31
2469,2025-06-03 19:19:53.931529,1,1742,1,338.01,338.01
2470,2025-08-05 19:19:53.931529,6,1726,5,441.21,2206.05
2471,2025-10-22 19:19:53.931529,10,1825,6,69.3,415.8
2472,2025-03-21 19:19:53.931529,1,1100,3,265.86,797.58
2473,2025-08-11 19:19:53.931529,8,1568,3,365.48,1096.44
2474,2025-06-25 19:19:53.931529,5,1214,3,321.7,965.1
2475,2025-05-06 19:19:53.931529,6,1934,1,229.67,229.67
2476,2025-09-04 19:19:53.931529,2,1667,5,18.39,91.95
2477,2025-03-31 19:19:53.931529,2,1575,1,39.62,39.62
2478,2025-03-04 19:19:53.931529,9,1061,3,68.28,204.84
2479,2025-03-20 19:19:53.931529,3,1850,6,178.18,1069.08
2480,2025-08-18 19:19:53.931529,6,1368,6,67.65,405.9
2481,2025-06-09 19:19:53.931529,10,1367,3,218.78,656.34
2482,2025-06-20 19:19:53.931529,5,1573,9,97.53,877.77
2483,2024-12-26 19:19:53.931529,4,1093,8,391.79,3134.32
2484,2025-09-01 19:19:53.931529,10,1468,3,437.03,1311.09
2485,2025-10-23 19:19:53.931529,2,1983,5,200.93,1004.65
2486,2025-04-06 19:19:53.931529,8,1852,5,260.55,1302.75
2487,2025-03-08 19:19:53.931529,10,1025,5,477.21,2386.05
2488,2025-04-06 19:19:53.931529,7,1434,3,272.4,817.2
2489,2025-05-08 19:19:53.931529,2,1120,5,497.59,2487.95
2490,2024-12-02 19:19:53.931529,6,1049,5,79.64,398.2
2491,2025-05-16 19:19:53.931529,8,1882,4,432.49,1729.96
2492,2025-05-29 19:19:53.931529,7,1763,4,253.63,1014.52
2493,2025-05-25 19:19:53.931529,1,1035,2,21.13,42.26
2494,2025-05-01 19:19:53.931529,5,1409,9,486.39,4377.51
2495,2025-04-28 19:19:53.931529,2,1288,7,482.87,3380.09
2496,2025-01-01 19:19:53.931529,6,1378,1,197.8,197.8
2497,2025-02-22 19:19:53.931529,7,1099,5,477.53,2387.65
2498,2025-05-06 19:19:53.931529,7,1323,2,79.09,158.18
2499,2025-07-11 19:19:53.931529,3,1328,6,343.25,2059.5
2500,2025-01-27 19:19:53.931529,7,1647,7,104.05,728.35
2501,2025-04-23 19:19:53.931529,5,1705,2,130.86,261.72
2502,2025-10-02 19:19:53.931529,8,1220,6,391.88,2351.28
2503,2025-09-14 19:19:53.931529,8,1790,3,194.91,584.73
2504,2025-07-16 19:19:53.931529,7,1837,9,13.49,121.41
2505,2025-02-26 19:19:53.931529,6,1566,4,212.98,851.92
2506,2025-08-15 19:19:53.931529,2,1938,3,121.75,365.25
2507,2025-03-18 19:19:53.931529,6,1995,3,344.83,1034.49
2508,2025-03-23 19:19:53.931529,9,1109,2,105.28,210.56
2509,2025-03-17 19:19:53.931529,2,1148,9,422.7,3804.3
2510,2025-03-29 19:19:53.931529,1,1405,8,140.88,1127.04
2511,2025-09-24 19:19:53.931529,5,1776,5,202.58,1012.9
2512,2025-10-15 19:19:53.931529,6,1673,9,156.04,1404.36
2513,2025-09-24 19:19:53.931529,3,1698,2,325.52,651.04
2514,2025-07-15 19:19:53.931529,8,1409,6,59.57,357.42
2515,2025-07-23 19:19:53.931529,7,1128,7,244.27,1709.89
2516,2025-04-27 19:19:53.931529,2,1483,6,173.88,1043.28
2517,2025-10-19 19:19:53.931529,7,1107,3,443.23,1329.69
2518,2025-07-08 19:19:53.931529,1,1388,9,45.97,413.73
2519,2025-06-29 19:19:53.931529,9,1424,8,416.55,3332.4
2520,2025-06-28 19:19:53.931529,7,1446,8,92.16,737.28
2521,2025-09-06 19:19:53.931529,6,1917,8,53.4,427.2
2522,2025-09-18 19:19:53.931529,2,1067,9,109.14,982.26
2523,2025-10-07 19:19:53.931529,3,1943,1,60.3,60.3
2524,2025-07-31 19:19:53.931529,1,1065,8,265.28,2122.24
2525,2025-10-26 19:19:53.931529,10,1655,2,494.23,988.46
2526,2025-03-08 19:19:53.931529,5,1975,4,26.82,107.28
2527,2024-12-26 19:19:53.931529,9,1564,1,235.95,235.95
2528,2025-03-18 19:19:53.931529,6,1639,6,199.17,1195.02
2529,2025-02-01 19:19:53.931529,5,1503,1,176.41,176.41
2530,2025-01-25 19:19:53.931529,3,1503,5,172.61,863.05
2531,2025-04-16 19:19:53.931529,5,1981,9,448.56,4037.04
2532,2025-03-03 19:19:53.931529,8,1320,1,19.3,19.3
2533,2025-01-19 19:19:53.931529,2,1718,9,389.71,3507.39
2534,2025-02-14 19:19:53.931529,5,1831,4,133.94,535.76
2535,2025-04-05 19:19:53.931529,6,1727,3,197.81,593.43
2536,2025-04-19 19:19:53.931529,10,1579,8,215.87,1726.96
2537,2025-08-18 19:19:53.931529,8,1446,6,159.32,955.92
2538,2024-11-27 19:19:53.931529,8,1573,7,55.84,390.88
2539,2024-11-26 19:19:53.931529,5,1209,9,66.02,594.18
2540,2025-05-16 19:19:53.931529,9,1848,5,156.08,780.4
2541,2025-08-28 19:19:53.931529,4,1838,2,412.69,825.38
2542,2025-08-10 19:19:53.931529,9,1369,3,75.97,227.91
2543,2025-07-27 19:19:53.931529,7,1940,3,373.89,1121.67
2544,2025-10-28 19:19:53.931529,6,1563,4,151.55,606.2
2545,2024-12-07 19:19:53.931529,4,1627,7,442.9,3100.3
2546,2025-04-19 19:19:53.931529,2,1892,6,219.88,1319.28
2547,2025-08-10 19:19:53.931529,8,1457,3,94.14,282.42
2548,2025-09-23 19:19:53.931529,6,1894,7,493.06,3451.42
2549,2025-07-19 19:19:53.931529,3,1576,4,96.55,386.2
2550,2025-06-06 19:19:53.931529,7,1641,8,288.13,2305.04
2551,2025-10-19 19:19:53.931529,10,1688,7,288.95,2022.65
2552,2025-06-25 19:19:53.931529,7,1789,7,192.68,1348.76
2553,2025-06-10 19:19:53.931529,6,1991,9,476.23,4286.07
2554,2025-02-01 19:19:53.931529,2,1924,8,423.5,3388.0
2555,2025-03-18 19:19:53.931529,8,1162,1,416.61,416.61
2556,2024-12-26 19:19:53.931529,1,1976,7,487.33,3411.31
2557,2025-03-22 19:19:53.931529,1,1331,3,233.98,701.94
2558,2025-06-19 19:19:53.931529,6,1663,4,57.62,230.48
2559,2025-04-08 19:19:53.931529,5,1349,6,385.07,2310.42
2560,2025-10-08 19:19:53.931529,9,1747,5,196.6,983.0
2561,2025-09-15 19:19:53.931529,7,1669,8,103.27,826.16
2562,2025-02-17 19:19:53.931529,2,1467,2,246.79,493.58
2563,2025-02-17 19:19:53.931529,7,1425,5,463.6,2318.0
2564,2024-11-20 19:19:53.931529,3,1326,5,93.96,469.8
2565,2024-11-18 19:19:53.931529,1,1105,3,425.86,1277.58
2566,2025-10-28 19:19:53.931529,8,1817,5,214.92,1074.6
2567,2024-12-20 19:19:53.931529,3,1254,4,77.03,308.12
2568,2025-06-20 19:19:53.931529,8,1357,5,425.71,2128.55
2569,2025-09-28 19:19:53.931529,7,1966,9,485.11,4365.99
2570,2025-07-17 19:19:53.931529,2,1443,7,152.72,1069.04
2571,2025-03-30 19:19:53.931529,1,1112,1,158.73,158.73
2572,2024-12-03 19:19:53.931529,7,1029,3,201.37,604.11
2573,2025-03-27 19:19:53.931529,1,1523,9,408.92,3680.28
2574,2025-06-22 19:19:53.931529,6,1688,4,15.1,60.4
2575,2025-02-22 19:19:53.931529,10,1990,4,119.74,478.96
2576,2024-11-10 19:19:53.931529,10,1849,6,355.89,2135.34
2577,2024-12-11 19:19:53.931529,8,1045,3,208.76,626.28
2578,2025-09-17 19:19:53.931529,7,1170,3,171.84,515.52
2579,2025-01-17 19:19:53.931529,4,1129,9,437.42,3936.78
2580,2024-12-16 19:19:53.931529,1,1756,5,459.49,2297.45
2581,2025-08-19 19:19:53.931529,1,1352,7,474.51,3321.57
2582,2025-07-23 19:19:53.931529,4,1202,5,143.55,717.75
2583,2025-05-20 19:19:53.931529,5,1225,6,457.13,2742.78
2584,2025-04-02 19:19:53.931529,7,1079,8,371.11,2968.88
2585,2025-07-09 19:19:53.931529,4,1309,8,85.57,684.56
2586,2025-04-29 19:19:53.931529,10,1034,2,309.03,618.06
2587,2025-02-23 19:19:53.931529,1,1563,9,22.9,206.1
2588,2025-02-12 19:19:53.931529,10,1160,6,357.11,2142.66
2589,2025-06-09 19:19:53.931529,7,1980,7,369.45,2586.15
2590,2025-05-25 19:19:53.931529,2,1595,3,396.78,1190.34
2591,2025-06-18 19:19:53.931529,2,1839,4,94.54,378.16
2592,2024-11-23 19:19:53.931529,8,1434,6,317.84,1907.04
2593,2025-02-20 19:19:53.931529,10,1537,7,97.64,683.48
2594,2025-02-09 19:19:53.931529,10,1224,6,473.86,2843.16
2595,2025-05-08 19:19:53.931529,10,1445,5,340.76,1703.8
2596,2025-05-29 19:19:53.931529,5,1316,2,56.71,113.42
2597,2024-11-19 19:19:53.931529,10,1665,7,101.65,711.55
2598,2025-01-21 19:19:53.931529,2,1804,5,335.1,1675.5
2599,2025-01-21 19:19:53.931529,5,1413,9,243.57,2192.13
2600,2025-03-24 19:19:53.931529,8,1094,4,370.79,1483.16
2601,2025-10-25 19:19:53.931529,6,1224,2,147.59,295.18
2602,2025-10-26 19:19:53.931529,3,1778,7,332.38,2326.66
2603,2025-02-07 19:19:53.931529,8,1948,7,96.71,676.97
2604,2025-02-05 19:19:53.931529,9,1552,1,276.42,276.42
2605,2025-05-06 19:19:53.931529,5,1644,5,479.32,2396.6
2606,2025-06-05 19:19:53.931529,2,1065,3,317.83,953.49
2607,2024-12-25 19:19:53.931529,2,1396,9,34.5,310.5
2608,2024-12-06 19:19:53.931529,7,1958,9,494.49,4450.41
2609,2025-07-04 19:19:53.931529,1,1209,7,86.86,608.02
2610,2025-07-14 19:19:53.931529,10,1473,9,361.85,3256.65
2611,2025-01-31 19:19:53.931529,2,1664,2,270.94,541.88
2612,2025-04-06 19:19:53.931529,10,1683,8,154.24,1233.92
2613,2025-05-17 19:19:53.931529,4,1909,1,96.88,96.88
2614,2025-01-21 19:19:53.931529,1,1836,3,97.07,291.21
2615,2025-05-15 19:19:53.931529,4,1570,8,430.62,3444.96
2616,2025-07-15 19:19:53.932529,10,1695,8,437.73,3501.84
2617,2025-07-06 19:19:53.932529,5,1489,8,237.92,1903.36
2618,2025-10-04 19:19:53.932529,9,1179,7,60.77,425.39
2619,2025-03-28 19:19:53.932529,1,1833,2,443.24,886.48
2620,2025-07-09 19:19:53.932529,5,1835,3,248.64,745.92
2621,2025-09-27 19:19:53.932529,2,1523,9,224.99,2024.91
2622,2025-02-10 19:19:53.932529,9,1458,2,209.6,419.2
2623,2025-03-17 19:19:53.932529,6,1067,7,188.86,1322.02
2624,2025-10-18 19:19:53.932529,2,1938,1,267.74,267.74
2625,2025-06-09 19:19:53.932529,3,1328,3,306.23,918.69
2626,2025-06-09 19:19:53.932529,8,1201,1,238.55,238.55
2627,2025-07-02 19:19:53.932529,1,1474,6,449.36,2696.16
2628,2025-01-07 19:19:53.932529,3,1517,4,165.65,662.6
2629,2024-11-10 19:19:53.932529,10,1014,1,293.37,293.37
2630,2025-03-12 19:19:53.932529,1,1041,5,156.98,784.9
2631,2025-06-23 19:19:53.932529,8,1542,4,379.14,1516.56
2632,2025-06-07 19:19:53.932529,1,1981,2,60.04,120.08
2633,2025-03-14 19:19:53.932529,5,1692,7,102.46,717.22
2634,2025-03-26 19:19:53.932529,4,1773,8,402.59,3220.72
2635,2025-04-16 19:19:53.932529,7,1288,4,99.77,399.08
2636,2025-02-22 19:19:53.932529,5,1924,9,316.62,2849.58
2637,2025-08-11 19:19:53.932529,8,1532,3,485.42,1456.26
2638,2025-06-08 19:19:53.932529,1,1891,6,266.22,1597.32
2639,2025-03-15 19:19:53.932529,5,1693,7,101.82,712.74
2640,2024-11-25 19:19:53.932529,4,1695,7,167.14,1169.98
2641,2025-10-14 19:19:53.932529,3,1243,6,413.49,2480.94
2642,2024-11-22 19:19:53.932529,5,1861,9,182.31,1640.79
2643,2025-01-24 19:19:53.932529,10,1660,1,364.52,364.52
2644,2025-02-09 19:19:53.932529,3,1767,9,390.9,3518.1
2645,2025-02-20 19:19:53.932529,8,1611,9,255.58,2300.22
2646,2025-10-07 19:19:53.932529,3,1566,4,393.77,1575.08
2647,2025-04-06 19:19:53.932529,1,1697,5,165.28,826.4
2648,2025-01-26 19:19:53.932529,9,1831,3,262.92,788.76
2649,2025-09-16 19:19:53.932529,9,1597,7,346.41,2424.87
2650,2025-08-02 19:19:53.932529,6,1173,2,92.36,184.72
2651,2025-08-09 19:19:53.932529,10,1979,8,144.07,1152.56
2652,2025-09-22 19:19:53.932529,1,1533,9,329.5,2965.5
2653,2025-01-31 19:19:53.932529,8,1508,6,331.13,1986.78
2654,2025-05-18 19:19:53.932529,2,1243,9,251.72,2265.48
2655,2025-04-30 19:19:53.932529,9,1059,6,399.84,2399.04
2656,2024-11-17 19:19:53.932529,8,1103,3,246.21,738.63
2657,2025-05-05 19:19:53.932529,3,1650,3,441.85,1325.55
2658,2025-11-02 19:19:53.932529,5,1302,2,370.59,741.18
2659,2025-04-28 19:19:53.932529,9,1670,5,164.2,821.0
2660,2025-07-10 19:19:53.932529,1,1743,4,203.67,814.68
2661,2025-10-17 19:19:53.932529,9,1076,6,337.17,2023.02
2662,2025-10-13 19:19:53.932529,4,1017,5,448.28,2241.4
2663,2025-10-06 19:19:53.932529,4,1533,6,97.57,585.42
2664,2025-01-14 19:19:53.932529,4,1183,4,262.19,1048.76
2665,2025-07-20 19:19:53.932529,10,1656,3,68.2,204.6
2666,2025-01-28 19:19:53.932529,9,1549,1,146.93,146.93
2667,2025-06-30 19:19:53.932529,6,1280,5,346.13,1730.65
2668,2025-03-21 19:19:53.932529,8,1287,6,48.09,288.54
2669,2025-07-17 19:19:53.932529,4,1654,5,334.56,1672.8
2670,2025-06-22 19:19:53.932529,3,1524,5,451.4,2257.0
2671,2024-11-08 19:19:53.932529,1,1697,6,484.99,2909.94
2672,2025-05-03 19:19:53.932529,10,1473,4,116.15,464.6
2673,2025-06-14 19:19:53.932529,7,1945,4,376.96,1507.84
2674,2025-08-25 19:19:53.932529,4,1266,8,463.92,3711.36
2675,2025-06-29 19:19:53.932529,8,1780,8,54.77,438.16
2676,2024-11-06 19:19:53.932529,3,1608,3,212.87,638.61
2677,2025-02-17 19:19:53.932529,1,1945,7,460.51,3223.57
2678,2025-11-02 19:19:53.932529,5,1356,5,109.37,546.85
2679,2025-07-24 19:19:53.932529,2,1805,5,467.54,2337.7
2680,2025-03-26 19:19:53.932529,3,1000,3,268.32,804.96
2681,2024-12-20 19:19:53.932529,6,1806,2,58.95,117.9
2682,2024-11-08 19:19:53.932529,3,1026,3,230.44,691.32
2683,2024-11-16 19:19:53.932529,3,1547,7,169.87,1189.09
2684,2025-10-26 19:19:53.932529,6,1159,3,148.28,444.84
2685,2025-01-07 19:19:53.932529,5,1936,2,275.32,550.64
2686,2025-03-19 19:19:53.932529,10,1398,4,246.96,987.84
2687,2025-03-31 19:19:53.932529,9,1542,5,246.16,1230.8
2688,2025-08-31 19:19:53.932529,1,1126,7,53.19,372.33
2689,2025-07-16 19:19:53.932529,3,1773,1,403.14,403.14
2690,2025-10-23 19:19:53.932529,3,1856,8,245.91,1967.28
2691,2025-08-11 19:19:53.932529,6,1947,3,412.24,1236.72
2692,2025-03-16 19:19:53.932529,8,1209,6,414.05,2484.3
2693,2025-08-07 19:19:53.932529,3,1149,4,165.4,661.6
2694,2024-12-26 19:19:53.932529,3,1030,5,12.13,60.65
