transaction_count,total_spent,avg_transaction,std_transaction,total_items,avg_items,first_purchase,last_purchase,recency_days,customer_lifetime_days,customer_id,age,gender,city,loyalty_tier,cluster
6,10482.189999999999,1747.0316666666665,1257.308710769422,40,6.666666666666667,2025-02-17 19:19:53.929529,2025-09-27 19:19:53.943532,37,222,921,37,M,Phoenix,Bronze,0
6,5867.24,977.8733333333333,824.295105788374,31,5.166666666666667,2025-01-30 19:19:53.931529,2025-10-08 19:19:53.935529,26,251,923,35,F,Los Angeles,Bronze,0
2,3313.52,1656.76,1677.82297039944,8,4.0,2025-02-09 19:19:53.931529,2025-09-11 19:19:53.936529,53,214,924,64,M,New York,Bronze,0
6,9743.71,1623.9516666666666,1056.4319615084858,38,6.333333333333333,2025-02-16 19:19:53.950533,2025-09-14 19:19:53.934529,50,209,925,58,M,Chicago,Silver,0
1,634.26,634.26,0.0,6,6.0,2025-07-10 19:19:53.936529,2025-07-10 19:19:53.936529,116,0,926,66,F,Los Angeles,Bronze,1
3,2113.06,704.3533333333334,667.5113351347177,15,5.0,2025-06-07 19:19:53.939529,2025-11-01 19:19:53.940529,2,147,927,31,F,Houston,Gold,0
3,5978.67,1992.89,1851.9859381485594,21,7.0,2025-04-12 19:19:53.942531,2025-08-30 19:19:53.933530,65,139,929,48,M,Chicago,Bronze,0
4,7601.59,1900.3975,750.0506865705811,24,6.0,2025-03-18 19:19:53.932529,2025-10-10 19:19:53.952915,24,206,930,18,M,Los Angeles,Silver,0
1,1597.32,1597.32,0.0,6,6.0,2025-06-08 19:19:53.932529,2025-06-08 19:19:53.932529,148,0,931,70,M,New York,Gold,1
1,1257.36,1257.36,0.0,6,6.0,2025-04-04 19:19:53.936529,2025-04-04 19:19:53.936529,213,0,932,71,M,Phoenix,Bronze,1
2,654.31,327.155,3.6840263299819185,9,4.5,2024-12-22 19:19:53.929529,2025-04-08 19:19:53.932529,209,107,934,20,M,Los Angeles,Bronze,1
2,1524.94,762.47,320.70120953934673,7,3.5,2024-12-19 19:19:53.929529,2025-02-27 19:19:53.942531,249,70,935,33,M,Los Angeles,Bronze,1
5,10098.33,2019.666,1211.634120343266,33,6.6,2025-02-09 19:19:53.932529,2025-08-21 19:19:53.936529,74,193,936,40,M,Chicago,Bronze,0
1,1656.06,1656.06,0.0,6,6.0,2025-08-22 19:19:53.929529,2025-08-22 19:19:53.929529,73,0,937,74,F,Houston,Bronze,1
4,7139.88,1784.97,1350.6002654375573,23,5.75,2024-11-11 19:19:53.938529,2025-09-26 19:19:53.929529,38,318,939,29,M,Chicago,Gold,0
4,5043.62,1260.905,1454.791120138329,14,3.5,2025-01-14 19:19:53.933530,2025-08-23 19:19:53.930529,72,220,940,27,M,Phoenix,Bronze,0
1,1480.25,1480.25,0.0,5,5.0,2025-01-17 19:19:53.940529,2025-01-17 19:19:53.940529,290,0,941,49,F,Houston,Bronze,1
4,2214.29,553.5725,498.761818331155,15,3.75,2025-03-23 19:19:53.936529,2025-10-15 19:19:53.949532,19,206,942,33,F,Chicago,Silver,0
2,3494.85,1747.425,1154.9528610510474,9,4.5,2025-07-04 19:19:53.932529,2025-08-12 19:19:53.938529,83,39,943,25,F,New York,Gold,1
6,6919.9400000000005,1153.3233333333335,1155.7039118159403,32,5.333333333333333,2024-11-28 19:19:53.933530,2025-10-14 19:19:53.930529,20,319,944,55,F,Los Angeles,Gold,0
1,824.22,824.22,0.0,9,9.0,2025-01-20 19:19:53.935529,2025-01-20 19:19:53.935529,287,0,945,29,F,Phoenix,Bronze,1
2,2757.9500000000003,1378.9750000000001,1770.2913241752049,7,3.5,2025-09-27 19:19:53.934529,2025-10-31 19:19:53.940529,3,34,946,41,F,New York,Gold,1
4,4305.58,1076.395,1147.6736989667402,16,4.0,2025-01-14 19:19:53.928529,2025-08-26 19:19:53.946533,69,224,947,45,F,Houston,Gold,0
4,6330.280000000001,1582.5700000000002,702.6591506555651,25,6.25,2024-11-24 19:19:53.940529,2025-09-04 19:19:53.940529,60,284,948,70,F,Houston,Silver,0
1,814.68,814.68,0.0,4,4.0,2025-07-10 19:19:53.932529,2025-07-10 19:19:53.932529,116,0,949,25,M,Los Angeles,Silver,1
2,3880.02,1940.01,1472.0124706672834,9,4.5,2025-04-10 19:19:53.936529,2025-11-02 19:19:53.935529,1,205,950,75,M,Los Angeles,Gold,0
2,3308.48,1654.24,2091.9047014622824,16,8.0,2025-03-22 19:19:53.928529,2025-04-01 19:19:53.938529,216,10,951,45,M,Phoenix,Gold,1
1,652.35,652.35,0.0,5,5.0,2025-02-08 19:19:53.928529,2025-02-08 19:19:53.928529,268,0,952,53,M,Phoenix,Gold,1
1,197.32,197.32,0.0,4,4.0,2025-01-07 19:19:53.953922,2025-01-07 19:19:53.953922,300,0,953,43,M,Los Angeles,Bronze,1
3,3874.67,1291.5566666666666,478.332851718689,19,6.333333333333333,2025-01-02 19:19:53.937529,2025-07-13 19:19:53.938529,113,192,954,25,M,Los Angeles,Silver,0
6,10956.15,1826.0249999999999,1135.9642092381255,34,5.666666666666667,2024-12-14 19:19:53.934529,2025-09-06 19:19:53.927531,58,265,955,75,F,Houston,Bronze,0
1,1287.27,1287.27,0.0,9,9.0,2025-10-13 19:19:53.930529,2025-10-13 19:19:53.930529,21,0,956,77,F,Los Angeles,Silver,1
5,6707.78,1341.556,1396.2796659086603,20,4.0,2025-01-30 19:19:53.946533,2025-11-04 19:19:53.935529,-1,277,957,67,M,Chicago,Silver,0
1,419.54,419.54,0.0,2,2.0,2025-08-13 19:19:53.949532,2025-08-13 19:19:53.949532,82,0,958,45,M,New York,Silver,1
1,1456.16,1456.16,0.0,4,4.0,2025-09-14 19:19:53.955921,2025-09-14 19:19:53.955921,50,0,959,45,F,Los Angeles,Gold,1
2,3581.4300000000003,1790.7150000000001,1079.858120889036,12,6.0,2025-01-05 19:19:53.927531,2025-08-24 19:19:53.929529,71,231,960,54,F,Phoenix,Silver,0
2,4251.25,2125.625,618.6123675210513,11,5.5,2024-11-11 19:19:53.930529,2024-11-14 19:19:53.936529,354,3,962,53,M,Phoenix,Silver,1
2,5234.0,2617.0,481.3417280893068,16,8.0,2025-05-14 19:19:53.931529,2025-11-04 19:19:53.938529,-1,174,963,44,F,Chicago,Bronze,0
3,7567.23,2522.41,1610.4514647452124,21,7.0,2025-03-26 19:19:53.929529,2025-08-24 19:19:53.930529,71,151,964,71,M,Los Angeles,Silver,0
2,725.1600000000001,362.58000000000004,221.50827027449793,14,7.0,2025-01-01 19:19:53.940529,2025-07-15 19:19:53.952915,111,195,965,34,M,New York,Silver,1
1,411.1,411.1,0.0,5,5.0,2025-06-30 19:19:53.954921,2025-06-30 19:19:53.954921,126,0,966,26,F,Phoenix,Gold,1
5,7988.36,1597.672,1530.1087953050921,19,3.8,2024-12-09 19:19:53.937529,2025-10-12 19:19:53.945531,22,307,967,50,F,Chicago,Bronze,0
4,6026.74,1506.685,979.832295497551,17,4.25,2025-01-10 19:19:53.947530,2025-10-21 19:19:53.930529,13,283,969,37,F,Los Angeles,Silver,0
3,3094.37,1031.4566666666667,1530.1387062725173,20,6.666666666666667,2025-03-28 19:19:53.936529,2025-07-23 19:19:53.940529,103,117,970,30,F,New York,Bronze,0
1,261.24,261.24,0.0,1,1.0,2025-07-29 19:19:53.927531,2025-07-29 19:19:53.927531,97,0,972,65,F,Houston,Gold,1
4,3421.4,855.35,328.2835321283519,14,3.5,2025-01-05 19:19:53.936529,2025-07-23 19:19:53.948531,103,199,973,46,M,New York,Bronze,0
2,3904.59,1952.295,159.2899445978933,13,6.5,2024-12-08 19:19:53.949532,2025-03-23 19:19:53.933530,225,104,974,30,M,Houston,Gold,1
5,4145.79,829.158,991.5081453624069,20,4.0,2025-05-18 19:19:53.935529,2025-10-20 19:19:53.934529,14,154,975,63,F,Los Angeles,Bronze,0
3,6013.83,2004.61,1974.5233080670384,19,6.333333333333333,2024-12-21 19:19:53.935529,2025-06-03 19:19:53.944533,153,164,976,52,M,Chicago,Bronze,0
5,5397.76,1079.5520000000001,377.21272157762655,21,4.2,2024-11-06 19:19:53.932529,2025-08-15 19:19:53.932529,80,282,977,78,M,Los Angeles,Bronze,0
1,3340.82,3340.82,0.0,7,7.0,2025-02-10 19:19:53.936529,2025-02-10 19:19:53.936529,266,0,978,23,F,Los Angeles,Silver,1
1,2819.39,2819.39,0.0,7,7.0,2025-09-05 19:19:53.936529,2025-09-05 19:19:53.936529,59,0,979,35,F,Los Angeles,Bronze,1
2,2073.89,1036.945,1162.1512080835264,8,4.0,2025-02-05 19:19:53.933530,2025-03-15 19:19:53.933530,233,38,980,68,F,Phoenix,Bronze,1
2,1690.11,845.055,857.727596647094,5,2.5,2025-06-09 19:19:53.932529,2025-08-29 19:19:53.927531,66,80,981,22,M,Houston,Bronze,1
2,828.45,414.225,298.91524961098924,12,6.0,2025-03-07 19:19:53.947530,2025-05-03 19:19:53.949532,184,57,982,64,M,Houston,Gold,1
2,1730.06,865.03,1026.4220614347685,8,4.0,2024-12-03 19:19:53.953922,2025-10-15 19:19:53.939529,19,315,983,42,F,Houston,Bronze,0
3,4196.66,1398.8866666666665,1200.296632517701,14,4.666666666666667,2025-02-27 19:19:53.935529,2025-10-07 19:19:53.929529,27,221,984,19,M,Phoenix,Silver,0
3,4092.2099999999996,1364.07,1374.9400896402722,16,5.333333333333333,2025-03-27 19:19:53.928529,2025-11-02 19:19:53.929529,1,220,985,27,F,Chicago,Bronze,0
2,1088.01,544.005,285.5509314465635,4,2.0,2025-07-09 19:19:53.932529,2025-08-26 19:19:53.936529,69,48,986,73,F,Los Angeles,Bronze,1
2,4163.94,2081.97,561.3013629058814,18,9.0,2025-02-04 19:19:53.930529,2025-04-29 19:19:53.950533,188,84,987,47,M,Chicago,Gold,0
5,7145.39,1429.078,1101.9038438629752,23,4.6,2024-11-06 19:19:53.932529,2025-09-28 19:19:53.932529,36,326,988,67,F,Phoenix,Silver,0
3,6437.8,2145.9333333333334,1534.3816090312516,17,5.666666666666667,2024-11-23 19:19:53.939529,2025-02-16 19:19:53.952915,260,85,989,76,M,Houston,Silver,0
3,825.13,275.04333333333335,103.87092775812359,7,2.3333333333333335,2025-02-11 19:19:53.928529,2025-04-02 19:19:53.932529,215,50,990,62,M,Los Angeles,Silver,1
3,4239.47,1413.1566666666668,1545.2153240352407,17,5.666666666666667,2024-12-17 19:19:53.934529,2025-01-04 19:19:53.935529,303,18,991,22,F,New York,Bronze,1
3,5166.92,1722.3066666666666,1231.7337352420504,15,5.0,2024-11-10 19:19:53.927531,2025-09-01 19:19:53.935529,63,295,992,72,M,New York,Bronze,0
5,7317.69,1463.538,1348.1382035681652,20,4.0,2024-12-29 19:19:53.943532,2025-09-07 19:19:53.934529,57,251,993,73,F,Chicago,Silver,0
3,2019.0,673.0,299.97448691513745,5,1.6666666666666667,2025-03-07 19:19:53.946533,2025-09-29 19:19:53.942531,35,205,995,71,M,New York,Gold,0
2,2886.2,1443.1,641.7135460624155,13,6.5,2025-02-18 19:19:53.927531,2025-10-13 19:19:53.952915,21,237,996,18,M,Chicago,Silver,0
1,166.52,166.52,0.0,4,4.0,2025-06-26 19:19:53.938529,2025-06-26 19:19:53.938529,130,0,997,35,F,Phoenix,Bronze,1
1,1182.48,1182.48,0.0,6,6.0,2025-10-01 19:19:53.939529,2025-10-01 19:19:53.939529,33,0,998,49,M,Chicago,Bronze,1
4,4329.82,1082.455,980.2453719180044,19,4.75,2025-01-22 19:19:53.937529,2025-07-26 19:19:53.932529,100,184,999,64,F,Chicago,Bronze,0
1,1395.76,1395.76,0.0,8,8.0,2025-03-02 19:19:53.934529,2025-03-02 19:19:53.934529,246,0,1000,66,M,Chicago,Gold,1
1,1745.1,1745.1,0.0,6,6.0,2024-11-17 19:19:53.930529,2024-11-17 19:19:53.930529,351,0,1001,28,M,Los Angeles,Silver,1
3,5138.55,1712.8500000000001,2258.8575231961845,16,5.333333333333333,2024-11-13 19:19:53.952915,2025-01-26 19:19:53.937529,281,73,1002,38,F,Chicago,Bronze,0
1,309.54,309.54,0.0,7,7.0,2025-02-11 19:19:53.936529,2025-02-11 19:19:53.936529,265,0,1004,42,F,Los Angeles,Gold,1
4,3354.04,838.51,663.4196068854161,16,4.0,2024-11-08 19:19:53.930529,2025-10-10 19:19:53.938529,24,336,1005,39,F,Los Angeles,Bronze,0
1,1126.89,1126.89,0.0,3,3.0,2025-08-23 19:19:53.940529,2025-08-23 19:19:53.940529,72,0,1006,76,F,Phoenix,Gold,1
1,708.75,708.75,0.0,3,3.0,2025-03-16 19:19:53.933530,2025-03-16 19:19:53.933530,232,0,1007,44,M,Houston,Gold,1
2,1091.1,545.55,36.274577874869976,11,5.5,2024-11-25 19:19:53.939529,2025-02-14 19:19:53.929529,262,80,1008,66,M,New York,Bronze,1
3,2743.0499999999997,914.3499999999999,119.97076685593035,18,6.0,2024-12-01 19:19:53.935529,2025-05-21 19:19:53.939529,166,171,1009,30,F,New York,Gold,0
1,232.05,232.05,0.0,3,3.0,2025-03-11 19:19:53.942531,2025-03-11 19:19:53.942531,237,0,1010,50,M,Chicago,Bronze,1
2,703.44,351.72,48.762083630624325,8,4.0,2025-02-11 19:19:53.933530,2025-07-19 19:19:53.931529,107,157,1012,58,M,Chicago,Gold,1
3,4163.01,1387.67,1495.4623639196004,13,4.333333333333333,2025-07-02 19:19:53.930529,2025-10-22 19:19:53.936529,12,112,1013,52,F,New York,Bronze,0
3,7126.48,2375.4933333333333,2098.7268768073022,17,5.666666666666667,2025-03-22 19:19:53.940529,2025-07-19 19:19:53.939529,107,118,1014,18,M,Los Angeles,Bronze,0
4,7959.08,1989.77,1749.7668770248604,22,5.5,2024-11-30 19:19:53.930529,2025-09-13 19:19:53.943532,51,287,1015,38,M,Houston,Silver,0
4,3665.29,916.3225,694.9559796310842,12,3.0,2024-11-15 19:19:53.936529,2025-04-23 19:19:53.927531,194,158,1016,65,M,Phoenix,Bronze,0
7,7556.07,1079.4385714285713,862.9322125255758,37,5.285714285714286,2025-04-05 19:19:53.938529,2025-10-17 19:19:53.936529,17,194,1017,72,F,Los Angeles,Silver,0
1,1902.4,1902.4,0.0,4,4.0,2025-04-27 19:19:53.939529,2025-04-27 19:19:53.939529,190,0,1018,23,M,Houston,Silver,1
4,3737.4,934.35,480.18894683933183,13,3.25,2025-02-08 19:19:53.954921,2025-07-06 19:19:53.937529,120,147,1020,34,F,Phoenix,Silver,0
1,550.14,550.14,0.0,6,6.0,2025-08-29 19:19:53.945531,2025-08-29 19:19:53.945531,66,0,1021,22,F,New York,Gold,1
1,1469.28,1469.28,0.0,6,6.0,2025-02-14 19:19:53.927531,2025-02-14 19:19:53.927531,262,0,1022,48,M,Los Angeles,Gold,1
2,1826.39,913.195,1132.4385811380678,9,4.5,2025-04-09 19:19:53.933530,2025-07-14 19:19:53.942531,112,96,1024,55,F,Phoenix,Bronze,1
1,1477.96,1477.96,0.0,4,4.0,2024-11-24 19:19:53.937529,2024-11-24 19:19:53.937529,344,0,1025,20,F,Houston,Bronze,1
2,170.9,85.45,63.56889962867063,6,3.0,2025-02-03 19:19:53.940529,2025-05-26 19:19:53.952915,161,112,1026,70,F,New York,Gold,1
1,1138.69,1138.69,0.0,7,7.0,2025-04-15 19:19:53.930529,2025-04-15 19:19:53.930529,202,0,1027,40,F,Chicago,Silver,1
1,2218.64,2218.64,0.0,8,8.0,2025-07-06 19:19:53.939529,2025-07-06 19:19:53.939529,120,0,1028,54,F,New York,Gold,1
2,1392.72,696.36,852.4455089916306,8,4.0,2025-02-17 19:19:53.927531,2025-04-24 19:19:53.935529,193,66,1029,70,F,Chicago,Gold,1
4,9471.08,2367.77,1492.2048032358023,28,7.0,2024-12-09 19:19:53.936529,2025-05-09 19:19:53.945531,178,151,1030,54,F,Los Angeles,Bronze,0
3,3097.77,1032.59,564.8192637472628,19,6.333333333333333,2024-12-18 19:19:53.937529,2025-08-29 19:19:53.942531,66,254,1031,27,M,Los Angeles,Bronze,0
2,950.62,475.31,412.70994390734035,5,2.5,2024-12-30 19:19:53.931529,2025-03-01 19:19:53.953922,247,61,1032,27,F,Phoenix,Bronze,1
2,2024.13,1012.065,676.4678443577344,6,3.0,2025-05-10 19:19:53.936529,2025-10-28 19:19:53.938529,6,171,1033,36,F,Los Angeles,Silver,1
2,295.53,147.765,104.05076285160048,4,2.0,2025-03-10 19:19:53.938529,2025-08-18 19:19:53.937529,77,160,1034,34,M,Phoenix,Silver,1
2,3497.08,1748.54,1890.2095631966313,9,4.5,2025-06-09 19:19:53.933530,2025-08-25 19:19:53.930529,70,76,1036,31,F,Los Angeles,Silver,1
3,4734.98,1578.3266666666666,1146.2659972856795,14,4.666666666666667,2025-01-26 19:19:53.935529,2025-06-19 19:19:53.950533,137,144,1037,26,M,New York,Bronze,0
2,999.63,499.815,614.2848740201894,3,1.5,2025-01-23 19:19:53.931529,2025-06-11 19:19:53.935529,145,139,1038,63,F,New York,Silver,1
3,3415.9700000000003,1138.6566666666668,865.0454205608706,15,5.0,2025-03-21 19:19:53.949532,2025-06-20 19:19:53.953922,136,91,1039,18,M,Los Angeles,Silver,0
4,6411.97,1602.9925,915.1094200285557,21,5.25,2025-07-29 19:19:53.940529,2025-10-20 19:19:53.929529,14,82,1041,62,M,Los Angeles,Silver,0
2,3288.0,1644.0,1001.1500650751616,12,6.0,2025-01-17 19:19:53.931529,2025-05-26 19:19:53.930529,161,128,1044,79,M,Chicago,Gold,1
1,108.88,108.88,0.0,4,4.0,2025-05-06 19:19:53.940529,2025-05-06 19:19:53.940529,181,0,1045,18,M,New York,Gold,1
2,5914.65,2957.325,400.58306260999075,14,7.0,2025-02-24 19:19:53.927531,2025-07-27 19:19:53.938529,99,153,1046,66,F,Houston,Gold,0
1,374.08,374.08,0.0,8,8.0,2025-06-13 19:19:53.952915,2025-06-13 19:19:53.952915,143,0,1047,57,M,Los Angeles,Silver,1
2,3163.32,1581.66,1909.9944109342312,10,5.0,2025-02-02 19:19:53.936529,2025-03-30 19:19:53.930529,218,55,1049,51,M,Phoenix,Bronze,1
2,3223.7700000000004,1611.8850000000002,723.9005672397283,11,5.5,2025-07-07 19:19:53.940529,2025-08-03 19:19:53.936529,92,26,1050,45,M,Los Angeles,Gold,1
3,6833.299999999999,2277.7666666666664,1935.298120660828,20,6.666666666666667,2025-01-16 19:19:53.929529,2025-09-25 19:19:53.933530,39,252,1051,48,F,Los Angeles,Bronze,0
1,190.28,190.28,0.0,4,4.0,2025-05-24 19:19:53.935529,2025-05-24 19:19:53.935529,163,0,1052,25,M,Houston,Gold,1
2,3264.92,1632.46,326.1459317544831,8,4.0,2025-04-22 19:19:53.940529,2025-10-13 19:19:53.940529,21,174,1053,56,F,Chicago,Gold,0
3,8500.23,2833.41,914.8863731087048,24,8.0,2025-02-08 19:19:53.932529,2025-08-20 19:19:53.953922,75,193,1055,75,M,Los Angeles,Silver,0
2,4204.24,2102.12,1517.7905636813007,14,7.0,2025-08-12 19:19:53.940529,2025-10-28 19:19:53.955921,6,77,1056,51,M,New York,Gold,0
3,3222.04,1074.0133333333333,664.5439772756451,15,5.0,2025-01-29 19:19:53.930529,2025-05-31 19:19:53.932529,156,122,1059,20,F,New York,Gold,0
1,1682.73,1682.73,0.0,9,9.0,2024-11-10 19:19:53.927531,2024-11-10 19:19:53.927531,358,0,1060,76,F,Los Angeles,Silver,1
1,1020.87,1020.87,0.0,3,3.0,2025-07-16 19:19:53.927531,2025-07-16 19:19:53.927531,110,0,1061,67,F,Phoenix,Silver,1
2,672.48,336.24,64.48813844421315,15,7.5,2025-06-06 19:19:53.927531,2025-07-10 19:19:53.928529,116,34,1063,18,F,New York,Silver,1
2,3763.7200000000003,1881.8600000000001,2462.1740963628063,10,5.0,2024-11-30 19:19:53.928529,2025-07-27 19:19:53.954921,99,239,1064,71,M,Houston,Silver,0
3,3555.9,1185.3,1224.4705404377846,16,5.333333333333333,2025-02-11 19:19:53.933530,2025-09-15 19:19:53.943532,49,216,1065,61,M,Los Angeles,Silver,0
3,7608.59,2536.1966666666667,140.6152588922459,19,6.333333333333333,2025-04-03 19:19:53.928529,2025-09-19 19:19:53.940529,45,169,1066,22,M,New York,Gold,0
2,3221.0499999999997,1610.5249999999999,1272.5730030336176,13,6.5,2025-02-25 19:19:53.946533,2025-09-08 19:19:53.927531,56,194,1067,47,M,Phoenix,Bronze,0
4,2854.48,713.62,921.65729715551,14,3.5,2025-07-19 19:19:53.935529,2025-09-14 19:19:53.938529,50,57,1068,47,M,Los Angeles,Gold,0
4,7389.99,1847.4975,1552.7278308485575,21,5.25,2024-11-30 19:19:53.927531,2025-09-19 19:19:53.946533,45,293,1070,74,F,Los Angeles,Silver,0
3,4497.99,1499.33,705.8675968621877,21,7.0,2025-04-06 19:19:53.932529,2025-10-18 19:19:53.943532,16,195,1071,34,M,Los Angeles,Bronze,0
2,3659.86,1829.93,863.773359626239,14,7.0,2025-07-11 19:19:53.930529,2025-08-24 19:19:53.933530,71,44,1073,64,M,Chicago,Silver,1
3,3443.96,1147.9866666666667,811.725799351809,14,4.666666666666667,2025-03-04 19:19:53.937529,2025-06-20 19:19:53.936529,136,107,1074,40,M,Los Angeles,Silver,0
4,9001.9,2250.475,1496.4370673814967,27,6.75,2025-02-11 19:19:53.952915,2025-08-26 19:19:53.940529,69,195,1075,32,M,Chicago,Gold,0
4,3055.4399999999996,763.8599999999999,948.1845874090128,15,3.75,2024-11-12 19:19:53.943532,2025-08-14 19:19:53.945531,81,275,1076,54,F,New York,Silver,0
4,4690.530000000001,1172.6325000000002,1552.3043951788795,23,5.75,2025-01-05 19:19:53.927531,2025-09-22 19:19:53.949532,42,260,1077,38,M,Chicago,Gold,0
3,5130.679999999999,1710.2266666666665,1378.259260891554,17,5.666666666666667,2025-04-16 19:19:53.928529,2025-08-11 19:19:53.938529,84,117,1078,31,M,Chicago,Bronze,0
5,5683.6900000000005,1136.738,1004.5021581460142,24,4.8,2025-05-13 19:19:53.953922,2025-10-17 19:19:53.937529,17,156,1080,28,F,New York,Silver,0
1,520.96,520.96,0.0,4,4.0,2025-05-09 19:19:53.931529,2025-05-09 19:19:53.931529,178,0,1081,68,F,Houston,Gold,1
3,7443.99,2481.33,1450.965447452144,20,6.666666666666667,2025-01-03 19:19:53.927531,2025-09-29 19:19:53.928529,35,269,1082,56,M,Houston,Gold,0
3,2200.16,733.3866666666667,651.0710834719457,8,2.6666666666666665,2025-01-15 19:19:53.927531,2025-02-21 19:19:53.953922,255,37,1083,55,M,Phoenix,Bronze,1
2,1229.0,614.5,781.8621100935893,4,2.0,2024-12-31 19:19:53.935529,2025-04-27 19:19:53.936529,190,117,1084,77,F,Chicago,Gold,1
2,6783.629999999999,3391.8149999999996,538.6810169757235,15,7.5,2025-02-05 19:19:53.932529,2025-05-01 19:19:53.934529,186,85,1086,55,F,New York,Gold,0
1,2799.44,2799.44,0.0,8,8.0,2025-09-27 19:19:53.935529,2025-09-27 19:19:53.935529,37,0,1087,67,F,Houston,Gold,1
5,5390.11,1078.022,1208.9660323888343,20,4.0,2024-11-23 19:19:53.951533,2025-10-08 19:19:53.934529,26,318,1089,35,M,New York,Silver,0
3,2679.6,893.1999999999999,724.5584469868527,18,6.0,2024-11-22 19:19:53.932529,2025-06-30 19:19:53.937529,126,220,1090,47,F,Chicago,Gold,0
3,7662.5,2554.1666666666665,848.8227550162244,23,7.666666666666667,2025-01-19 19:19:53.931529,2025-09-28 19:19:53.955921,36,252,1092,44,F,Phoenix,Gold,0
1,873.27,873.27,0.0,9,9.0,2025-10-22 19:19:53.942531,2025-10-22 19:19:53.942531,12,0,1093,68,F,Los Angeles,Bronze,1
3,1218.42,406.14000000000004,296.31203873619444,10,3.3333333333333335,2025-09-10 19:19:53.939529,2025-10-27 19:19:53.934529,7,46,1094,51,M,Houston,Bronze,1
2,4025.56,2012.78,1749.8064407242305,10,5.0,2025-05-23 19:19:53.936529,2025-07-30 19:19:53.935529,96,67,1095,69,F,Phoenix,Bronze,1
3,3639.91,1213.3033333333333,879.5082917365438,18,6.0,2024-11-20 19:19:53.940529,2025-08-08 19:19:53.953922,87,261,1096,74,F,New York,Silver,0
3,2475.75,825.25,299.81560583131767,16,5.333333333333333,2024-11-07 19:19:53.935529,2025-10-26 19:19:53.934529,8,352,1097,55,F,Los Angeles,Silver,0
8,6001.1900000000005,750.1487500000001,592.4766201399849,26,3.25,2024-12-06 19:19:53.937529,2025-07-29 19:19:53.948531,97,235,1099,41,M,Phoenix,Gold,0
3,1564.6,521.5333333333333,73.32603925846078,10,3.3333333333333335,2024-12-19 19:19:53.933530,2025-10-02 19:19:53.939529,32,287,1100,32,F,Chicago,Silver,0
3,2261.91,753.9699999999999,23.77609934366863,20,6.666666666666667,2024-12-06 19:19:53.930529,2025-08-24 19:19:53.953922,71,261,1101,77,M,Houston,Silver,0
1,412.35,412.35,0.0,3,3.0,2025-04-03 19:19:53.939529,2025-04-03 19:19:53.939529,214,0,1102,47,M,Chicago,Silver,1
3,5283.99,1761.33,1983.126956525981,19,6.333333333333333,2025-05-01 19:19:53.946533,2025-11-03 19:19:53.933530,0,185,1103,72,M,Los Angeles,Silver,0
1,695.13,695.13,0.0,3,3.0,2025-10-12 19:19:53.945531,2025-10-12 19:19:53.945531,22,0,1104,59,F,Phoenix,Bronze,1
3,3502.36,1167.4533333333334,822.5790519052459,10,3.3333333333333335,2025-04-12 19:19:53.938529,2025-09-05 19:19:53.933530,59,145,1105,68,F,Chicago,Gold,0
3,2647.94,882.6466666666666,679.2918910404668,8,2.6666666666666665,2025-05-13 19:19:53.937529,2025-08-25 19:19:53.946533,70,104,1106,34,M,Houston,Bronze,1
2,5850.43,2925.215,92.07237397830038,17,8.5,2025-01-01 19:19:53.933530,2025-03-15 19:19:53.936529,233,73,1107,22,F,Los Angeles,Gold,0
1,3443.85,3443.85,0.0,9,9.0,2025-02-17 19:19:53.930529,2025-02-17 19:19:53.930529,259,0,1108,46,F,New York,Gold,1
1,482.9,482.9,0.0,5,5.0,2025-07-23 19:19:53.940529,2025-07-23 19:19:53.940529,103,0,1109,21,M,Chicago,Bronze,1
2,382.10999999999996,191.05499999999998,182.2991992577038,9,4.5,2025-04-23 19:19:53.942531,2025-07-05 19:19:53.944533,121,73,1110,27,M,Los Angeles,Silver,1
2,3933.7,1966.85,1618.9209755266006,13,6.5,2025-02-07 19:19:53.955921,2025-05-28 19:19:53.932529,159,109,1111,73,F,New York,Bronze,1
1,61.47,61.47,0.0,3,3.0,2025-03-21 19:19:53.949532,2025-03-21 19:19:53.949532,227,0,1113,27,F,Los Angeles,Gold,1
1,726.03,726.03,0.0,3,3.0,2025-04-07 19:19:53.952915,2025-04-07 19:19:53.952915,210,0,1114,34,F,Los Angeles,Silver,1
1,914.34,914.34,0.0,7,7.0,2025-05-22 19:19:53.935529,2025-05-22 19:19:53.935529,165,0,1115,77,M,Chicago,Bronze,1
2,3006.2000000000003,1503.1000000000001,1582.1372807692765,14,7.0,2025-02-03 19:19:53.954921,2025-07-06 19:19:53.940529,120,152,1116,37,F,Los Angeles,Gold,0
3,3503.3199999999997,1167.7733333333333,595.2186053319682,10,3.3333333333333335,2024-12-11 19:19:53.955921,2025-05-20 19:19:53.943532,167,159,1117,41,F,Phoenix,Bronze,0
2,1395.79,697.895,261.55172729309203,9,4.5,2024-12-16 19:19:53.935529,2025-05-11 19:19:53.938529,176,146,1118,22,M,Chicago,Silver,1
2,2459.26,1229.63,1492.2357246092188,7,3.5,2025-04-05 19:19:53.928529,2025-05-31 19:19:53.955921,156,56,1119,51,M,Los Angeles,Silver,1
1,1432.97,1432.97,0.0,7,7.0,2024-12-22 19:19:53.936529,2024-12-22 19:19:53.936529,316,0,1120,23,M,New York,Gold,1
